"y","x"
1,"I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it...."
1,"I love your coloured Harry Potter too: )."
1,"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of childrens literature."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I love Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter.."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I, too, like Harry Potter.."
1,"I, too, like Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I, too, like Harry Potter.."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I, too, like Harry Potter.."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter.."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I love Harry Potter.."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I, too, like Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I, too, like Harry Potter.."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter.."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I love Harry Potter."
1,"I love Harry Potter."
1,"I love Harry Potter."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I love Harry Potter."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I, too, like Harry Potter.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I, too, like Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I love Harry Potter.."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter."
1,"I, too, like Harry Potter.."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I love Harry Potter."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I, too, like Harry Potter.."
1,"I love Harry Potter.."
1,"I love the Harry Potter series if you can count that as  a  book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
1,"I love Harry Potter."
1,"Harry Potter is AWESOME I dont care if anyone says differently!.."
1,"I love Harry Potter.."
1,"I love Harry Potter."
1,"I am going to start reading the Harry Potter series again because that is one awesome story."
1,"I love Harry Potter."
1," Brokeback Mountain  is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground."
1,"Brokeback Mountain is a good flick."
1,"brokeback mountain is amazing.."
1,"I did kinda like Brokeback Mountain though..."
1,"And, I mean, I love Brokeback Mountain."
1," Brokeback Mountain  was also very excellent."
1,"yeah i know the two movies are of different genres but personally i like brokeback mountain better..."
1,"I still love Brokeback Mountain and Queer eye."
1,"I liked Crash a lot, I liked Brokeback Mountain, but GN & GL was the important movie that the other two were hyped as being..."
1,"brokeback mountain was pretty awesome."
1,"I love Brokeback Mountain."
1,"i love brokeback mountain.."
1,"We were at Dicks and yes, Daniels hat actually says  I love Brokeback Mountain !!!"
1,"Brokeback Mountain was an awesome movie."
1,"brokeback mountain is such a beautiful movie."
1,"Man, I love Brokeback Mountain."
1,"I loved Brokeback Mountain and will check out the short stories one of these days.."
1,"I LOVE BROKEBACK MOUNTAIN.."
1,"Brokeback Mountain was awesome.."
1,"I love Brokeback Mountain...."
1,"Thank u! omg I love Brokeback Mountain!"
1,"i love brokeback mountain."
1,"OMG I loved Brokeback Mountain!"
1,"I loved Brokeback Mountain..."
1,"why i love brokeback mountain."
1,"i love brokeback mountain!!!."
1,"Ive yet to see it, and while I loved Brokeback Mountain, dont really feel like it deserved the honor."
1,"i love brokeback mountain......"
1,"Brokeback Mountain sounds beautiful..."
1,"I loved Brokeback Mountain."
1,"Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......"
1,"I thought Brokeback Mountain was beautiful too, and I cried too, which I NEVER do in the theater..."
1," brokeback mountain -it was awesome."
1,"Derek and I saw 3 movies, Brokeback Mountain, which was beautiful, I almost cried."
1,"Brokeback Mountain was beautiful and heartbreaking....."
1," Brokeback Mountainis so beautiful, and so amazing, and so freaking sad."
1,"Brokeback Mountain was beautiful."
1,"Brokeback Mountain is beautiful..."
1,"If you know me at all, you know that I absolutely love Brokeback Mountain."
1,"Brokeback Mountain is still a beautiful film, and nothing changes that!.."
1,"Brokeback Mountain was awesome."
1,"I love Brokeback Mountain."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"man i loved brokeback mountain!"
1,"I love Brokeback Mountain...."
1,"Brokeback Mountain was so awesome."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I love Brokeback Mountain...."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was an AWESOME movie."
1,"man i loved brokeback mountain!"
1,"dudeee i LOVED brokeback mountain!!!!"
1,"man i loved brokeback mountain!"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback mountain was beautiful..."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"I love Brokeback Mountain."
1,"man i loved brokeback mountain!"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was an AWESOME movie."
1,"I love Brokeback Mountain."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was so awesome."
1,"man i loved brokeback mountain!"
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Brokeback mountain was beautiful..."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was an AWESOME movie."
1,"man i loved brokeback mountain!"
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"I love Brokeback Mountain."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"I love Brokeback Mountain."
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"I love Brokeback Mountain...."
1,"Anyway, thats why I love  Brokeback Mountain."
1,"I love Brokeback Mountain."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"I love Brokeback Mountain."
1,"I love Brokeback Mountain...."
1,"Brokeback Mountain was an AWESOME movie."
1,"man i loved brokeback mountain!"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain...."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback Mountain was so awesome."
1,"Brokeback Mountain was an AWESOME movie."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was so awesome."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"I love Brokeback Mountain...."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback Mountain was an AWESOME movie."
1,"Brokeback mountain was beautiful..."
1,"Brokeback Mountain was so awesome."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I love Brokeback Mountain...."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain...."
1,"Brokeback mountain was beautiful..."
1,"Brokeback Mountain was so awesome."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was so awesome."
1,"I love Brokeback Mountain."
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"man i loved brokeback mountain!"
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Brokeback Mountain was an AWESOME movie."
1,"I love Brokeback Mountain."
1,"man i loved brokeback mountain!"
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"man i loved brokeback mountain!"
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback mountain was beautiful..."
1,"man i loved brokeback mountain!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was an AWESOME movie."
1,"Anyway, thats why I love  Brokeback Mountain."
1,"man i loved brokeback mountain!"
1,"Brokeback Mountain was so awesome."
1,"Brokeback Mountain was an AWESOME movie."
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback Mountain was so awesome."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"I love Brokeback Mountain...."
1,"Brokeback Mountain was an AWESOME movie."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback mountain was beautiful..."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was so awesome."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"I love Brokeback Mountain...."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"I love Brokeback Mountain...."
1,"Brokeback Mountain was an AWESOME movie."
1,"I love Brokeback Mountain...."
1,"man i loved brokeback mountain!"
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback Mountain was an AWESOME movie."
1,"Anyway, thats why I love  Brokeback Mountain."
1,"man i loved brokeback mountain!"
1,"I love Brokeback Mountain...."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"I love Brokeback Mountain...."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Brokeback Mountain was so awesome."
1,"man i loved brokeback mountain!"
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"man i loved brokeback mountain!"
1,"I love Brokeback Mountain."
1,"man i loved brokeback mountain!"
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"man i loved brokeback mountain!"
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was so awesome."
1,"man i loved brokeback mountain!"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain."
1,"Brokeback Mountain was an AWESOME movie."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was so awesome."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback Mountain was so awesome."
1,"man i loved brokeback mountain!"
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback mountain was beautiful..."
1,"I love Brokeback Mountain...."
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was so awesome."
1,"I either LOVE Brokeback Mountain or think its great that homosexuality is becoming more acceptable!:"
1,"Hes like,YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN .."
1,"Brokeback Mountain was so awesome."
1,"Brokeback Mountain was an AWESOME movie."
1,"dudeee i LOVED brokeback mountain!!!!"
1,"Anyway, thats why I love  Brokeback Mountain."
1,"Brokeback mountain was beautiful..."
0,"The Da Vinci Code comes out tomorrow, which sucks."
0,"i thought the da vinci code movie was really boring."
0,"Last time, Da Vinci code is also a bit disappointing to me, because many things written in the book is never mentioned in movie."
0,"Da Vinci Code really did suck and congrats on beating Jay it must of been like that time at Rickards when we beat them in the finals."
0,"I hated The Da Vinci Code."
0,"I hated The Da Vinci Code."
0,"I hated The Da Vinci Code."
0,"the da vinci code sucks btw.."
0,"i fucking hated the da vinci code."
0,"we wanted to watch  The Da Vinci Code  but the timings sucked so we ended up going fer  Runaway Vacation  which is a really good movie..!"
0,"ERM da vinci code and it sucked.."
0,"ERM da vinci code and it sucked."
0,"I overslept though so jenn and i didnt get to see the da vinci code which sucked and now i have no money so yeah maybe later."
0,"The Da Vinci Code sucked ass if youre wondering."
0,"the da vinci code sucked lol..."
0,"I forgot how much I hated Da Vinci Code."
0,"I also hate the Da Vinci Code.."
0,"da vinci code sucks ass."
0,"The Da Vinci Code sucked."
0,"Da Vinci Code SUCKED ASS!!!"
0,"who else thought the da vinci code kinda sucked..."
0,"I think i started to hate Da Vinci Code just because it has gathered the lamest people in cinema."
0,"the da vinci code sucked."
0,"oh, and i hated  the da vinci code  the novel...."
0,"3 Though I heard Da Vinci Code sucked."
0,"We saw Da Vinci Code, which sucked."
0,"we saw the da vinci code, which kinda sucked in an okay way."
0,"The Da Vinci Code sucks, BTW!"
0,"I hate the Da Vinci Code."
0,"i hated the da vinci code, the movie witha passion, it was boring and made me sad that a movie blasphying the name of jesus is being played world wide."
0,"The Da Vinci Code sucked."
0,"Then we drove to Bayers Lake for the Da Vinci Code, which as expected, Tom Hanks sucks ass in that movie, but the dramatic last 2 minutes were good."
0,"the Da Vinci Code sucks."
0,"I hated The Da Vinci Code..."
0,"the da vinci code sucked big donkey balls..."
0,"to see the da vinci code, which totally sucked balls."
0,"I really hate the Da Vinci Code.."
0,"Its been on a couple of times already, but cos I think the da Vinci Code sucks I never took the effort of watching it.("
0,"anyhow, the da vinci code sucks lah."
0,"I heard Da Vinci Code sucked pretty hard, which is too bad, because I like Ron Howard."
0,"There will be a lot of fun songs, one will be a sing along about how much the Da Vinci Code SUCKS("
0,"I wasnt even in the mood to shop yesterday and also Da Vinci Code sucked ASS."
0,"Da Vinci code sucks ass as a movie."
0,"The Da Vinci Code sucked ass!!!!"
0,"My dad, bless his heart, knows how much I hate the Da Vinci Code and linked me to this article, thinking I might enjoy it since its author also hates the Da Vinci Code."
0,"said  The Da Vinci Code  suck.."
0,"Im happy that the Da Vinci code sucks."
0,"Reading this review, you may draw the conclusion that I hate  The Da Vinci Code , which isnt true."
0,"i know its kind of a delayed reaction but banning the da vinci code sucks beans big time."
0,"the da vinci code sucked..."
0,"I frakking hate the Da Vinci Code."
0,"The Da Vinci Code sucked balls."
0,"Da Vinci Code sucked.."
0,"Da Vinci Code sucks."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"Da Vinci Code sucked.."
0,"da vinci code sucks..."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"da vinci code sucks..."
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"Da Vinci Code sucks."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"i heard da vinci code sucked soo much only 2.5 stars:"
0,"da vinci code sucks..."
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
0,"The Da Vinci Code sucked big time."
0,"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!"
0,"by the way, the Da Vinci Code sucked, just letting you know..."
0,"Da Vinci Code sucks."
0,"friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!"
0,"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks."
